timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/15 03:12:23.041, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:23.242, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:23.442, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:23.642, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:23.842, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.75 W
2026/04/15 03:12:24.043, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.75 W
2026/04/15 03:12:24.244, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.75 W
2026/04/15 03:12:24.445, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.75 W
2026/04/15 03:12:24.645, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.75 W
2026/04/15 03:12:24.845, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.65 W
2026/04/15 03:12:25.046, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.65 W
2026/04/15 03:12:25.246, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.65 W
2026/04/15 03:12:25.446, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.65 W
2026/04/15 03:12:25.646, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.65 W
2026/04/15 03:12:25.847, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:26.047, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:26.247, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:26.447, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:26.648, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:26.848, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:27.048, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:27.248, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:27.449, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:27.649, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:27.849, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.45 W
2026/04/15 03:12:28.049, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.45 W
2026/04/15 03:12:28.250, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.45 W
2026/04/15 03:12:28.450, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.45 W
2026/04/15 03:12:28.650, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.45 W
2026/04/15 03:12:28.850, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.25 W
2026/04/15 03:12:29.051, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.25 W
2026/04/15 03:12:29.251, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.25 W
2026/04/15 03:12:29.451, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.25 W
2026/04/15 03:12:29.651, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.25 W
2026/04/15 03:12:29.852, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.40 W
2026/04/15 03:12:30.052, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.40 W
2026/04/15 03:12:30.252, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.40 W
2026/04/15 03:12:30.452, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.40 W
2026/04/15 03:12:30.653, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.40 W
2026/04/15 03:12:30.853, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:31.053, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:31.253, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:31.454, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:31.654, NVIDIA L4, 0 %, 0 %, 0 MiB, 23034 MiB, 12.55 W
2026/04/15 03:12:31.854, NVIDIA L4, 0 %, 0 %, 1 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:32.054, NVIDIA L4, 0 %, 0 %, 3 MiB, 23034 MiB, 12.50 W
2026/04/15 03:12:32.254, NVIDIA L4, 0 %, 0 %, 3 MiB, 23034 MiB, 13.64 W
2026/04/15 03:12:32.455, NVIDIA L4, 0 %, 0 %, 26 MiB, 23034 MiB, 14.01 W
2026/04/15 03:12:32.655, NVIDIA L4, 3 %, 0 %, 262 MiB, 23034 MiB, 15.67 W
2026/04/15 03:12:32.855, NVIDIA L4, 3 %, 1 %, 262 MiB, 23034 MiB, 16.87 W
2026/04/15 03:12:33.055, NVIDIA L4, 0 %, 0 %, 408 MiB, 23034 MiB, 22.38 W
2026/04/15 03:12:33.256, NVIDIA L4, 0 %, 0 %, 408 MiB, 23034 MiB, 25.13 W
