timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/13 03:19:27.619, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.05 W
2026/04/13 03:19:28.621, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:19:29.622, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:30.623, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:31.624, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:19:32.626, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:19:33.627, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:34.628, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:35.630, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:19:36.631, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:19:37.632, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:38.633, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:19:39.635, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:19:40.636, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:19:41.637, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:19:42.639, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.09 W
