run,latency_sec,status_code,response_chars
1,0.023002015000201936,200,449
2,0.019277428000350483,200,449
3,0.01955897800007733,200,449
4,0.019618856999841228,200,449
5,0.019590343999880133,200,449
6,0.019555216999833647,200,449
7,0.01956212000004598,200,449
8,0.019497185000091122,200,449
9,0.01952345699965008,200,449
10,0.01949280600001657,200,449
